0.59,0.29,0.48,0.5,0.64,0.75,0.77
0.67,0.37,0.48,0.5,0.54,0.64,0.68
0.66,0.48,0.48,0.5,0.54,0.7,0.74
0.64,0.46,0.48,0.5,0.48,0.73,0.76
0.76,0.71,0.48,0.5,0.5,0.71,0.75
0.84,0.49,0.48,0.5,0.55,0.78,0.74
0.77,0.55,0.48,0.5,0.51,0.78,0.74
0.81,0.44,0.48,0.5,0.42,0.67,0.68
0.58,0.6,0.48,0.5,0.59,0.73,0.76
0.63,0.42,0.48,0.5,0.48,0.77,0.8
0.62,0.42,0.48,0.5,0.58,0.79,0.81
0.86,0.39,0.48,0.5,0.59,0.89,0.9
0.81,0.53,0.48,0.5,0.57,0.87,0.88
0.87,0.49,0.48,0.5,0.61,0.76,0.79
0.47,0.46,0.48,0.5,0.62,0.74,0.77
0.76,0.41,0.48,0.5,0.5,0.59,0.62
0.7,0.53,0.48,0.5,0.7,0.86,0.87
0.64,0.45,0.48,0.5,0.67,0.61,0.66
0.81,0.52,0.48,0.5,0.57,0.78,0.8
0.73,0.26,0.48,0.5,0.57,0.75,0.78
0.49,0.61,1.0,0.5,0.56,0.71,0.74
0.88,0.42,0.48,0.5,0.52,0.73,0.75
0.84,0.54,0.48,0.5,0.75,0.92,0.7
0.63,0.51,0.48,0.5,0.64,0.72,0.76
0.86,0.55,0.48,0.5,0.63,0.81,0.83
0.79,0.54,0.48,0.5,0.5,0.66,0.68
0.57,0.38,0.48,0.5,0.06,0.49,0.33
0.78,0.44,0.48,0.5,0.45,0.73,0.68
0.78,0.68,0.48,0.5,0.83,0.4,0.29
0.63,0.69,0.48,0.5,0.65,0.41,0.28
0.67,0.88,0.48,0.5,0.73,0.5,0.25
0.61,0.75,0.48,0.5,0.51,0.33,0.33
0.67,0.84,0.48,0.5,0.74,0.54,0.37
